Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	ORF	Symbol	ID
LINF_060009800	LINF_060009800-T1	Leishmania infantum JPCM5	"LinJ.06:149,571..151,646(+)"	hypothetical protein - conserved	protein coding	LinJ06.0450	N/A	4768204
LINF_060009900	LINF_060009900-T1	Leishmania infantum JPCM5	"LinJ.06:152,874..155,852(+)"	hypothetical protein - conserved	protein coding	LinJ06.0460	N/A	4768205
LINF_060010000	LINF_060010000-T1	Leishmania infantum JPCM5	"LinJ.06:157,807..159,177(+)"	hypothetical protein - conserved	protein coding	LinJ06.0470	N/A	4768206
LINF_060010100	LINF_060010100-T1	Leishmania infantum JPCM5	"LinJ.06:161,533..165,363(+)"	ATP-NAD kinase-like protein	protein coding	LinJ06.0480	N/A	4768207
LINF_060010200	LINF_060010200-T1	Leishmania infantum JPCM5	"LinJ.06:165,665..170,128(+)"	hypothetical protein	protein coding	LinJ06.0490	N/A	4768208
LINF_060010400	LINF_060010400-T1	Leishmania infantum JPCM5	"LinJ.06:171,148..172,125(+)"	hypothetical protein - conserved	protein coding	LinJ06.0500	N/A	4768209
LINF_060010500	LINF_060010500-T1	Leishmania infantum JPCM5	"LinJ.06:173,289..174,749(+)"	hypothetical protein - conserved	protein coding	LinJ06.0510	N/A	4768210
LINF_060010600	LINF_060010600-T1	Leishmania infantum JPCM5	"LinJ.06:175,914..177,551(+)"	SpoU rRNA Methylase family - putative	rRNA encoding	LinJ06.0520	N/A	4768211
LINF_060010700	LINF_060010700-T1	Leishmania infantum JPCM5	"LinJ.06:178,292..180,274(+)"	U-box domain containing protein - putative	protein coding	LinJ06.0530	N/A	4768212
LINF_060010800	LINF_060010800-T1	Leishmania infantum JPCM5	"LinJ.06:183,088..188,733(+)"	hypothetical protein - conserved	protein coding	LinJ06.0540	N/A	4768213
LINF_060010900	LINF_060010900-T1	Leishmania infantum JPCM5	"LinJ.06:189,417..190,298(+)"	hypothetical protein - conserved	protein coding	LinJ06.0550	N/A	4768214
LINF_060011100	LINF_060011100-T1	Leishmania infantum JPCM5	"LinJ.06:195,210..200,459(+)"	hypothetical protein - conserved	protein coding	LinJ06.0570	N/A	4768216
LINF_060011200	LINF_060011200-T1	Leishmania infantum JPCM5	"LinJ.06:201,395..202,201(+)"	deoxyuridine triphosphatase - putative	protein coding	LinJ06.0580	DUT	4768217
LINF_060011300	LINF_060011300-T1	Leishmania infantum JPCM5	"LinJ.06:203,566..204,003(+)"	60S ribosomal protein L23a - putative	protein coding	LinJ06.0590	N/A	4768218
LINF_060011400	LINF_060011400-T1	Leishmania infantum JPCM5	"LinJ.06:204,461..204,898(+)"	60S ribosomal protein L23a - putative	protein coding	LinJ06.0600	N/A	4768219
LINF_060011500	LINF_060011500-T1	Leishmania infantum JPCM5	"LinJ.06:206,538..211,061(+)"	hypothetical protein - conserved	protein coding	LinJ06.0610	N/A	4768220
LINF_060011600	LINF_060011600-T1	Leishmania infantum JPCM5	"LinJ.06:211,700..216,034(+)"	hypothetical protein - conserved	protein coding	LinJ06.0620	N/A	4768221
LINF_060011700	LINF_060011700-T1	Leishmania infantum JPCM5	"LinJ.06:217,275..218,195(+)"	carbonic anhydrase family protein - putative	protein coding	LinJ06.0630	N/A	4768222
LINF_060011800	LINF_060011800-T1	Leishmania infantum JPCM5	"LinJ.06:219,922..222,954(+)"	Putative Phosphatase/Protein of unknown function DUF89 - putative	protein coding	LinJ06.0640	N/A	4768223
LINF_060011900	LINF_060011900-T1	Leishmania infantum JPCM5	"LinJ.06:225,206..230,311(+)"	hypothetical protein - conserved	protein coding	LinJ06.0650	N/A	4768224
LINF_060012000	LINF_060012000-T1	Leishmania infantum JPCM5	"LinJ.06:232,738..242,187(+)"	protein kinase - putative	protein coding	LinJ06.0660	N/A	4768225
LINF_060012100	LINF_060012100-T1	Leishmania infantum JPCM5	"LinJ.06:243,716..246,739(+)"	lanosterol synthase - putative	protein coding	LinJ06.0670	N/A	4768226
LINF_060012200	LINF_060012200-T1	Leishmania infantum JPCM5	"LinJ.06:248,966..251,005(+)"	hypothetical protein - conserved	protein coding	LinJ06.0680	N/A	4768227
LINF_060012300	LINF_060012300-T1	Leishmania infantum JPCM5	"LinJ.06:253,544..257,455(+)"	hypothetical protein - conserved	protein coding	LinJ06.0690	N/A	4768229
LINF_060012400	LINF_060012400-T1	Leishmania infantum JPCM5	"LinJ.06:259,020..259,751(+)"	hypothetical protein - conserved	protein coding	LinJ06.0700	N/A	4768230
LINF_060012500	LINF_060012500-T1	Leishmania infantum JPCM5	"LinJ.06:260,494..261,705(+)"	hypothetical protein - conserved	protein coding	LinJ06.0710	N/A	4768231
LINF_060012600	LINF_060012600-T1	Leishmania infantum JPCM5	"LinJ.06:263,655..270,719(+)"	hypothetical protein - conserved	protein coding	LinJ06.0720	N/A	4768232
LINF_060012700	LINF_060012700-T1	Leishmania infantum JPCM5	"LinJ.06:273,464..275,683(+)"	C2 domain/Ankyrin repeats (3 copies)/Ankyrin repeat - putative	protein coding	LinJ06.0730	N/A	4768233
LINF_060012800	LINF_060012800-T1	Leishmania infantum JPCM5	"LinJ.06:282,070..282,591(+)"	hypothetical protein - conserved	protein coding	LinJ06.0740	N/A	4768234
LINF_060012900	LINF_060012900-T1	Leishmania infantum JPCM5	"LinJ.06:285,628..290,916(+)"	YEATS family - putative	protein coding	LinJ06.0750	N/A	4768235
LINF_060013000	LINF_060013000-T1	Leishmania infantum JPCM5	"LinJ.06:292,126..293,142(+)"	serine-threonine dehydratase - putative	protein coding	LinJ06.0760	N/A	4768236
LINF_060013100	LINF_060013100-T1	Leishmania infantum JPCM5	"LinJ.06:295,398..298,199(+)"	hypothetical protein - conserved	protein coding	LinJ06.0770	N/A	4768237
LINF_060013200	LINF_060013200-T1	Leishmania infantum JPCM5	"LinJ.06:299,056..301,062(+)"	Haemolysin-III related - putative	protein coding	LinJ06.0780	N/A	4768238
LINF_060013300	LINF_060013300-T1	Leishmania infantum JPCM5	"LinJ.06:302,199..305,753(+)"	hypothetical protein - conserved	protein coding	LinJ06.0790	N/A	4768239
LINF_060013400	LINF_060013400-T1	Leishmania infantum JPCM5	"LinJ.06:309,801..315,782(+)"	RNA-binding protein-like protein	protein coding	LinJ06.0800	DRBD12	4768240
LINF_060013500	LINF_060013500-T1	Leishmania infantum JPCM5	"LinJ.06:321,309..331,331(+)"	hypothetical protein - conserved	protein coding	LinJ06.0810	N/A	4768241
LINF_060013600	LINF_060013600-T1	Leishmania infantum JPCM5	"LinJ.06:334,988..338,212(+)"	hypothetical protein - conserved	protein coding	LinJ06.0820	N/A	4768242
LINF_060013700	LINF_060013700-T1	Leishmania infantum JPCM5	"LinJ.06:339,517..344,304(+)"	hypothetical protein - conserved	protein coding	LinJ06.0830	N/A	4768243
LINF_060013800	LINF_060013800-T1	Leishmania infantum JPCM5	"LinJ.06:346,951..356,865(+)"	hypothetical protein - conserved	protein coding	LinJ06.0840	N/A	4768244
LINF_060013900	LINF_060013900-T1	Leishmania infantum JPCM5	"LinJ.06:357,582..358,820(+)"	Qb-SNARE protein - putative	protein coding	LinJ06.0850	N/A	4768245
LINF_060014000	LINF_060014000-T1	Leishmania infantum JPCM5	"LinJ.06:361,291..365,460(+)"	lipin - putative	protein coding	LinJ06.0860	N/A	4768246
LINF_060014100	LINF_060014100-T1	Leishmania infantum JPCM5	"LinJ.06:366,902..367,600(+)"	hypothetical protein - conserved	protein coding	LinJ06.0870	N/A	4768247
LINF_060014200	LINF_060014200-T1	Leishmania infantum JPCM5	"LinJ.06:369,762..380,522(+)"	hypothetical protein - conserved	protein coding	LinJ06.0880	N/A	4768248
LINF_060014300	LINF_060014300-T1	Leishmania infantum JPCM5	"LinJ.06:381,613..383,175(+)"	dihydrofolate reductase-thymidylate synthase	protein coding	LinJ06.0890	DHFR-TS	4768249
LINF_060014400	LINF_060014400-T1	Leishmania infantum JPCM5	"LinJ.06:384,899..386,215(+)"	arginine N-methyltransferase - type III - putative	protein coding	LinJ06.0900	PRMT7	4768250
LINF_060014500	LINF_060014500-T1	Leishmania infantum JPCM5	"LinJ.06:387,767..389,017(+)"	acyl-coenzyme a dehydrogenase - putative	protein coding	LinJ06.0910	N/A	4768251
LINF_060014600	LINF_060014600-T1	Leishmania infantum JPCM5	"LinJ.06:391,523..393,859(+)"	hypothetical protein - conserved	protein coding	LinJ06.0920	N/A	4768252
LINF_060014700	LINF_060014700-T1	Leishmania infantum JPCM5	"LinJ.06:395,006..400,555(+)"	Protein phosphatase 2C - putative	protein coding	LinJ06.0930	N/A	4768253
LINF_060014800	LINF_060014800-T1	Leishmania infantum JPCM5	"LinJ.06:401,516..402,181(+)"	Peptidyl-tRNA hydrolase PTH2 - putative	protein coding	LinJ06.0940	N/A	4768254
LINF_060014900	LINF_060014900-T1	Leishmania infantum JPCM5	"LinJ.06:402,887..404,236(+)"	hypothetical protein - conserved	protein coding	LinJ06.0950	N/A	4768255
LINF_060015000	LINF_060015000-T1	Leishmania infantum JPCM5	"LinJ.06:406,276..408,468(+)"	2 -4-dienoyl-coa reductase-like protein	protein coding	LinJ06.0960	N/A	4768256
LINF_060015100	LINF_060015100-T1	Leishmania infantum JPCM5	"LinJ.06:410,131..411,897(+)"	TLD - putative	protein coding	LinJ06.0970	N/A	4768257
LINF_060015200	LINF_060015200-T1	Leishmania infantum JPCM5	"LinJ.06:412,992..415,004(+)"	glucosamine-fructose-6-phosphate aminotransferase - putative	protein coding	LinJ06.0980	N/A	4768258
LINF_060015300	LINF_060015300-T1	Leishmania infantum JPCM5	"LinJ.06:416,417..417,088(+)"	cell cycle associated protein MOB1 - putative	protein coding	LinJ06.0990	MOB1	4768259
LINF_060015400	LINF_060015400-T1	Leishmania infantum JPCM5	"LinJ.06:418,380..423,362(+)"	Domain of unknown function (DUF3883) - putative	protein coding	LinJ06.1000	N/A	4768261
LINF_060015500	LINF_060015500-T1	Leishmania infantum JPCM5	"LinJ.06:424,424..427,513(+)"	Leucine rich repeat/Leucine Rich Repeat - putative	protein coding	LinJ06.1010	N/A	4768262
LINF_060015600	LINF_060015600-T1	Leishmania infantum JPCM5	"LinJ.06:429,851..433,498(+)"	WD domain - G-beta repeat - putative	protein coding	LinJ06.1020	N/A	4768263
LINF_060015700	LINF_060015700-T1	Leishmania infantum JPCM5	"LinJ.06:434,407..434,874(+)"	hypothetical protein - conserved	protein coding	LinJ06.1030	N/A	4768264
LINF_060015800	LINF_060015800-T1	Leishmania infantum JPCM5	"LinJ.06:435,420..436,925(+)"	MYND finger/SET domain containing protein - putative	protein coding	LinJ06.1040	N/A	4768265
LINF_060015900	LINF_060015900-T1	Leishmania infantum JPCM5	"LinJ.06:437,838..440,141(+)"	hypothetical protein - conserved	protein coding	LinJ06.1050	N/A	4768266
LINF_060016000	LINF_060016000-T1	Leishmania infantum JPCM5	"LinJ.06:440,790..441,482(+)"	G-patch domain/DExH-box splicing factor binding site - putative	protein coding	LinJ06.1060	N/A	4768267
LINF_060016100	LINF_060016100-T1	Leishmania infantum JPCM5	"LinJ.06:442,763..445,438(+)"	kinesin - putative	protein coding	LinJ06.1070	N/A	4768268
LINF_060016200	LINF_060016200-T1	Leishmania infantum JPCM5	"LinJ.06:445,891..448,065(+)"	hypothetical protein - conserved	protein coding	LinJ06.1080	N/A	4768269
LINF_060016300	LINF_060016300-T1	Leishmania infantum JPCM5	"LinJ.06:449,096..449,497(+)"	protein disulfide isomerase	protein coding	LinJ06.1090	PDI-1	4768270
LINF_060016400	LINF_060016400-T1	Leishmania infantum JPCM5	"LinJ.06:451,619..452,653(+)"	2OG-Fe(II) oxygenase superfamily - putative	protein coding	LinJ06.1100	N/A	4768271
LINF_060016500	LINF_060016500-T1	Leishmania infantum JPCM5	"LinJ.06:454,035..454,880(+)"	deoxyribose-phosphate aldolase - putative	protein coding	LinJ06.1110	N/A	4768272
LINF_060016600	LINF_060016600-T1	Leishmania infantum JPCM5	"LinJ.06:456,633..457,307(+)"	Staphylococcal nuclease homologue - putative	protein coding	LinJ06.1120	N/A	4768273
LINF_060016700	LINF_060016700-T1	Leishmania infantum JPCM5	"LinJ.06:458,923..460,710(+)"	hypothetical protein - conserved	protein coding	LinJ06.1130	N/A	4768274
LINF_060016800	LINF_060016800-T1	Leishmania infantum JPCM5	"LinJ.06:461,850..462,758(+)"	hypothetical protein - conserved	protein coding	LinJ06.1140	pATOM36	4768275
LINF_060016900	LINF_060016900-T1	Leishmania infantum JPCM5	"LinJ.06:465,103..468,426(+)"	hypothetical protein - conserved	protein coding	LinJ06.1150	N/A	4768276
LINF_060017000	LINF_060017000-T1	Leishmania infantum JPCM5	"LinJ.06:471,046..471,867(+)"	hypothetical protein - conserved	protein coding	LinJ06.1160	N/A	4768277
LINF_060017100	LINF_060017100-T1	Leishmania infantum JPCM5	"LinJ.06:472,691..473,680(+)"	WD domain - G-beta repeat - putative	protein coding	LinJ06.1170	N/A	4768278
LINF_060017200	LINF_060017200-T1	Leishmania infantum JPCM5	"LinJ.06:474,105..476,363(+)"	hypothetical protein - conserved	protein coding	LinJ06.1180	N/A	4768279
LINF_060017300	LINF_060017300-T1	Leishmania infantum JPCM5	"LinJ.06:476,809..478,374(+)"	Domain of unknown function (DUF4379) - putative	protein coding	LinJ06.1190	N/A	4768280
LINF_060017400	LINF_060017400-T1	Leishmania infantum JPCM5	"LinJ.06:478,911..482,192(+)"	hypothetical protein - conserved	protein coding	LinJ06.1200	N/A	4768281
LINF_060017500	LINF_060017500-T1	Leishmania infantum JPCM5	"LinJ.06:482,854..483,261(+)"	nuclear transport factor 2 protein - putative	protein coding	LinJ06.1210	MTR2	4768282
LINF_060017700	LINF_060017700-T1	Leishmania infantum JPCM5	"LinJ.06:486,744..487,187(+)"	Thioredoxin - putative	protein coding	LinJ06.1230	N/A	4768284
LINF_060018000	LINF_060018000-T1	Leishmania infantum JPCM5	"LinJ.06:490,476..491,660(+)"	hypothetical protein - conserved	protein coding	LinJ06.1240	N/A	4768285
LINF_060018100	LINF_060018100-T1	Leishmania infantum JPCM5	"LinJ.06:492,259..494,025(+)"	hypothetical protein - conserved	protein coding	LinJ06.1250	N/A	4768287
LINF_060018200	LINF_060018200-T1	Leishmania infantum JPCM5	"LinJ.06:495,766..498,141(+)"	hypothetical protein - conserved	protein coding	LinJ06.1260	N/A	4768288
LINF_060018300	LINF_060018300-T1	Leishmania infantum JPCM5	"LinJ.06:499,223..500,104(+)"	Protein of unknown function (DUF1637) - putative	protein coding	LinJ06.1270	N/A	4768289
LINF_060018400	LINF_060018400-T1	Leishmania infantum JPCM5	"LinJ.06:500,718..502,202(+)"	FAD binding domain containing protein - putative	protein coding	LinJ06.1280	N/A	4768290
LINF_060018500	LINF_060018500-T1	Leishmania infantum JPCM5	"LinJ.06:503,403..503,696(+)"	Transcription factor e(y)2 - putative	protein coding	LinJ06.1290	N/A	4768291
LINF_060018600	LINF_060018600-T1	Leishmania infantum JPCM5	"LinJ.06:504,396..505,112(+)"	hypothetical protein - conserved	protein coding	LinJ06.1300	N/A	4768292
LINF_070005000	LINF_070005000-T1	Leishmania infantum JPCM5	"LinJ.07:4,801..6,978(-)"	Ubiquitin-like modifier-activating enzyme ATG7 - putative	protein coding	LinJ07.0010	ATG7	4768293
LINF_070005100	LINF_070005100-T1	Leishmania infantum JPCM5	"LinJ.07:12,177..12,986(+)"	Isy1-like splicing family - putative	protein coding	LinJ07.0020	N/A	4768294
LINF_070005200	LINF_070005200-T1	Leishmania infantum JPCM5	"LinJ.07:13,571..14,470(+)"	histone-lysine N-methyltransferase - putative	protein coding	LinJ07.0030	DOT1A	4768296
LINF_070005300	LINF_070005300-T1	Leishmania infantum JPCM5	"LinJ.07:15,973..16,659(+)"	Peptidase dimerisation domain containing protein - putative	protein coding	LinJ07.0040	N/A	4768297
LINF_070005400	LINF_070005400-T1	Leishmania infantum JPCM5	"LinJ.07:17,264..18,208(+)"	hypothetical protein - conserved	protein coding	LinJ07.0050	N/A	4768298
LINF_070005500	LINF_070005500-T1	Leishmania infantum JPCM5	"LinJ.07:18,809..21,694(+)"	alpha-adaptin-like protein	protein coding	LinJ07.0060	N/A	4768299
LINF_070005600	LINF_070005600-T1	Leishmania infantum JPCM5	"LinJ.07:23,452..24,228(+)"	cytochrome c1 - heme protein - mitochondrial - putative	protein coding	LinJ07.0430	CYC1	4768337
LINF_070005700	LINF_070005700-T1	Leishmania infantum JPCM5	"LinJ.07:25,313..25,891(+)"	hypothetical protein - conserved	protein coding	LinJ07.0420	N/A	4768336
LINF_070005800	LINF_070005800-T1	Leishmania infantum JPCM5	"LinJ.07:26,870..28,744(+)"	Golgi/lysosome glycoprotein 1 - putative	protein coding	LinJ07.0410	GLP1	4768335
LINF_070005900	LINF_070005900-T1	Leishmania infantum JPCM5	"LinJ.07:30,304..34,062(+)"	methionine synthase - putative	protein coding	LinJ07.0400	N/A	4768334
LINF_070006000	LINF_070006000-T1	Leishmania infantum JPCM5	"LinJ.07:36,473..39,571(+)"	metallo-peptidase - Clan ME - Family M16C	protein coding	LinJ07.0390	N/A	4768333
LINF_070006100	LINF_070006100-T1	Leishmania infantum JPCM5	"LinJ.07:42,618..43,655(+)"	mitochondrial calcium uptake 1 - putative	protein coding	LinJ07.0380	N/A	4768332
LINF_070006200	LINF_070006200-T1	Leishmania infantum JPCM5	"LinJ.07:45,117..51,794(+)"	Sec7 domain containing protein - putative	protein coding	LinJ07.0370	N/A	4768331
LINF_070006300	LINF_070006300-T1	Leishmania infantum JPCM5	"LinJ.07:52,563..54,404(+)"	tRNA-methyl transferase - putative	protein coding	LinJ07.0360	N/A	4768330
LINF_070006400	LINF_070006400-T1	Leishmania infantum JPCM5	"LinJ.07:54,954..56,012(+)"	hypothetical protein - conserved	protein coding	LinJ07.0340	N/A	4768328
LINF_070006500	LINF_070006500-T1	Leishmania infantum JPCM5	"LinJ.07:56,836..58,689(+)"	Eukaryotic membrane protein family - putative	protein coding	LinJ07.0330	N/A	4768326
LINF_070006700	LINF_070006700-T1	Leishmania infantum JPCM5	"LinJ.07:63,027..65,573(-)"	protein kinase - putative	protein coding	LinJ07.0140	N/A	4768307
LINF_070006900	LINF_070006900-T1	Leishmania infantum JPCM5	"LinJ.07:70,892..74,086(-)"	protein kinase - putative	protein coding	LinJ07.0150	N/A	4768308
LINF_070007000	LINF_070007000-T1	Leishmania infantum JPCM5	"LinJ.07:74,854..81,210(-)"	hypothetical protein - conserved	protein coding	LinJ07.0160	N/A	4768309
LINF_070007100	LINF_070007100-T1	Leishmania infantum JPCM5	"LinJ.07:83,445..84,626(-)"	protein phosphatase 2A - regulatory subunit B - putative	protein coding	LinJ07.0170	N/A	4768310
LINF_070007200	LINF_070007200-T1	Leishmania infantum JPCM5	"LinJ.07:85,824..88,091(-)"	phosphatidylglycerolphosphate synthase - mitochondrial - putative	protein coding	LinJ07.0180	pgps	4768311
LINF_070007300	LINF_070007300-T1	Leishmania infantum JPCM5	"LinJ.07:88,637..89,398(-)"	hypothetical protein - conserved	protein coding	LinJ07.0190	N/A	4768312
LINF_070007400	LINF_070007400-T1	Leishmania infantum JPCM5	"LinJ.07:90,340..92,247(-)"	hypothetical protein - conserved	protein coding	LinJ07.0200	N/A	4768313
LINF_070007500	LINF_070007500-T1	Leishmania infantum JPCM5	"LinJ.07:92,922..93,281(-)"	Cytokine-induced anti-apoptosis inhibitor 1 - Fe-S biogenesis - putative	protein coding	LinJ07.0210	N/A	4768314
LINF_070007600	LINF_070007600-T1	Leishmania infantum JPCM5	"LinJ.07:93,938..95,761(-)"	hypothetical protein - conserved	protein coding	LinJ07.0220	N/A	4768315
LINF_070007700	LINF_070007700-T1	Leishmania infantum JPCM5	"LinJ.07:97,023..102,620(-)"	protein kinase - putative	protein coding	LinJ07.0230	N/A	4768316
LINF_070007800	LINF_070007800-T1	Leishmania infantum JPCM5	"LinJ.07:105,290..106,390(-)"	homoserine dehydrogenase-like protein	protein coding	LinJ07.0240	N/A	4768317
LINF_070007900	LINF_070007900-T1	Leishmania infantum JPCM5	"LinJ.07:108,637..109,830(-)"	acetylornithine deacetylase-like protein	protein coding	LinJ07.0250	N/A	4768318
LINF_070008000	LINF_070008000-T1	Leishmania infantum JPCM5	"LinJ.07:110,383..129,186(-)"	ubiquitin-protein ligase-like - putative	protein coding	LinJ07.0260	N/A	4768319
LINF_070008100	LINF_070008100-T1	Leishmania infantum JPCM5	"LinJ.07:132,460..133,224(-)"	Uncharacterised protein family (UPF0172) - putative	protein coding	LinJ07.0270	N/A	4768320
LINF_070008200	LINF_070008200-T1	Leishmania infantum JPCM5	"LinJ.07:134,645..137,197(-)"	hypothetical protein - conserved	protein coding	LinJ07.0280	N/A	4768321
LINF_070008300	LINF_070008300-T1	Leishmania infantum JPCM5	"LinJ.07:138,455..140,884(-)"	Paraflagellar rod protein - putative	protein coding	LinJ07.0290	N/A	4768322
LINF_070008400	LINF_070008400-T1	Leishmania infantum JPCM5	"LinJ.07:142,361..145,498(-)"	hypothetical protein - conserved	protein coding	LinJ07.0300	N/A	4768323
